recommendation,class,level,table_number,table_name,guideline,year,page
"Intervention should be considered in asymptomatic patients with severe AS and LVEF ≥50% if the procedural risk is low and one of the following parameters is present: • Very severe AS (mean gradient ≥60 mmHg or Vmax >5.0 m/s).14,362,363,482–484 • Severe valve calcification (ideally assessed by CCT) and Vmax progression ≥0.3 m/s/year.303,353,364 • Markedly elevated BNP/NT-proBNP levels (more than three times age- and sex-corrected normal range, confirmed on repeated measurement without other explanation).97,365 • LVEF <55% without another cause.14,354,356–",IIa,B,4,Recommendations on indications for intervention in symptomatic and asymptomatic severe,Valvular Heart Disease,2025,36
Intervention should be considered in asymptomatic patients with severe AS and a sustained fall in BP (>20 mmHg) during exercise testing.,IIa,C,4,Recommendations on indications for intervention in symptomatic and asymptomatic severe,Valvular Heart Disease,2025,36
"Mode of intervention It is recommended that AV interventions are performed in Heart Valve Centres that report their local expertise and outcome data, have on-site interventional cardiology and cardiac surgical programmes, and a structured collaborative Heart Team.",I,C,4,Recommendations on indications for intervention in symptomatic and asymptomatic severe,Valvular Heart Disease,2025,36
"It is recommended that the mode of intervention is based on Heart Team assessment of individual clinical, anatomical, and procedural characteristics, incorporating lifetime management considerations and estimated life expectancy.",I,C,4,Recommendations on indications for intervention in symptomatic and asymptomatic severe,Valvular Heart Disease,2025,36
"TAVI is recommended in patients ≥70 years of age with tricuspid AV stenosis, if the anatomy is suitable.d 1–4,389–",I,A,4,Recommendations on indications for intervention in symptomatic and asymptomatic severe,Valvular Heart Disease,2025,36
"SAVR is recommended in patients <70 years of age, if the surgical risk is low.e",I,B,4,Recommendations on indications for intervention in symptomatic and asymptomatic severe,Valvular Heart Disease,2025,36
"SAVR or TAVI are recommended for all remaining candidates for an aortic BHV according to Heart Team assessment.2,4,396,397,429,488–",I,B,4,Recommendations on indications for intervention in symptomatic and asymptomatic severe,Valvular Heart Disease,2025,36
"Non-transfemoral TAVI should be considered in patients who are unsuitable for surgery and transfemoral access.417–423,491–",IIa,B,4,Recommendations on indications for intervention in symptomatic and asymptomatic severe,Valvular Heart Disease,2025,36
"TAVI may be considered for the treatment of severe BAV stenosis in patients at increased surgical risk, if the anatomy is suitable.430–432,434,499–",IIb,B,4,Recommendations on indications for intervention in symptomatic and asymptomatic severe,Valvular Heart Disease,2025,36
"Balloon aortic valvotomy may be considered as a bridge to SAVR or TAVI in haemodynamically unstable patients, and (if feasible) in those with severe AS who require urgent high-risk NCS.",IIb,C,4,Recommendations on indications for intervention in symptomatic and asymptomatic severe,Valvular Heart Disease,2025,36
the time of coronary artery bypass grafting or ascending aorta surgery SAVR is recommended in symptomatic and asymptomatic patients with severe AS undergoing CABG or surgical intervention on the ascending aorta.,I,C,5,Recommendations on indications for concomitant aortic valve replacement at,Valvular Heart Disease,2025,37
SAVR should be considered in symptomatic and asymptomatic patients with moderate ASc undergoing CABG or surgical intervention on the ascending aorta.,IIa,C,5,Recommendations on indications for concomitant aortic valve replacement at,Valvular Heart Disease,2025,37
"indications for intervention in severe primary mitral regurgitation (see also Supplementary data online, Evidence Tables 14–16) MV repair is the recommended surgical technique to treat patients with severe PMR when the result is expected to be durable.",I,B,6,Recommendations on,Valvular Heart Disease,2025,40
MV surgery is recommended in symptomatic patients with severe PMR considered operable by the Heart Team.,I,B,6,Recommendations on,Valvular Heart Disease,2025,40
MV surgery is recommended in asymptomatic patients with severe PMR and LV dysfunction (LVESD ≥40 mm or LVESDi ≥20 mm/m2 or LVEF ≤60%).,I,B,6,Recommendations on,Valvular Heart Disease,2025,40
"MV surgery should be considered in asymptomatic patients with severe PMR without LV dysfunction (LVESD <40 mm, LVESDi <20 mm/m2, and LVEF >60%) in the presence of PH (SPAP at rest >50 mmHg), or AF secondary to MR.517,518,562,565 Ila Surgical MV repair should be considered in low-risk asymptomatic patients with severe PMR without LV dysfunction (LVESD <40 mm, LVESDi <20 mm/m2, and LVEF >60%) in the presence of significant LA dilatation (LAVI ≥60 mL/m2 or LA diameter ≥55 mm), when performed in a Heart Valve Centre and a durable repair is likely.",IIa,B,6,Recommendations on,Valvular Heart Disease,2025,41
TEER should be considered in symptomatic patients with severe PMR who are anatomically suitable and at high surgical risk according to the Heart Team.,IIa,B,6,Recommendations on,Valvular Heart Disease,2025,41
Minimally invasive MV surgery may be considered at experienced centres to reduce the length of stay and accelerate recovery.,IIb,B,6,Recommendations on,Valvular Heart Disease,2025,41
"for intervention in secondary mitral regurgitation (see also Supplementary data online, Evidence Tables 17–20) Severe atrial secondary mitral regurgitation MV surgery, surgical AF ablation, if indicated, and LAAO should be considered in symptomatic patients with severe atrial SMR under optimal medical therapy.627–",IIa,B,7,Recommendations on indications,Valvular Heart Disease,2025,45
"TEER may be considered in symptomatic patients with severe atrial SMR not eligible for surgery after optimization of medical therapy including rhythm control, when appropriate.",IIb,B,7,Recommendations on indications,Valvular Heart Disease,2025,45
MV surgery may be considered in patients with moderate SMR undergoing CABG.622–,IIb,B,7,Recommendations on indications,Valvular Heart Disease,2025,45
PCI followed by TEER after re-evaluation of MR may be considered in symptomatic patients with chronic severe ventricular SMR and non-complex CAD.,IIb,C,7,Recommendations on indications,Valvular Heart Disease,2025,45
"Severe ventricular secondary mitral regurgitation without concomitant coronary artery disease TEER is recommended to reduce HF hospitalizations and improve quality of life in haemodynamically stable, symptomatic patients with impaired LVEF (<50%) and persistent severe ventricular SMR, despite optimized GDMT and CRT (if indicated), fulfilling specific clinical and echocardiographic criteria.c",I,A,7,Recommendations on indications,Valvular Heart Disease,2025,45
"TEER may be considered for symptom improvement in selected symptomatic patients with severe ventricular SMR not fulfilling the specific clinical and echocardiographic criteria,c after careful evaluation of LVAD or HTx.203,608–",IIb,B,7,Recommendations on indications,Valvular Heart Disease,2025,45
MV surgery may be considered in symptomatic patients with severe ventricular SMR without advanced HF who are not suitable for TEER.,IIb,C,7,Recommendations on indications,Valvular Heart Disease,2025,45
"indications for percutaneous mitral commissurotomy, mitral valve surgery, and transcatheter intervention in clinically severe rheumatic and degenerative mitral stenosis (see also Supplementary data online, Evidence Table 21) PMC is recommended in symptomatic patients in the absence of unfavourable characteristics for PMC.c 651–",I,B,8,Recommendations on,Valvular Heart Disease,2025,48
PMC is recommended in any symptomatic patients with a contraindication or at high risk for surgery.,I,C,8,Recommendations on,Valvular Heart Disease,2025,48
MV surgery is recommended in symptomatic patients who are not suitable for PMC.,I,C,8,Recommendations on,Valvular Heart Disease,2025,48
PMC should be considered as initial treatment in symptomatic patients with suboptimal anatomy but no unfavourable clinical characteristics for PMC.c,IIa,C,8,Recommendations on,Valvular Heart Disease,2025,48
"PMC should be considered in asymptomatic patients without unfavourable clinical and anatomical characteristics for PMC, and: • High thromboembolic risk (history of systemic embolism, dense spontaneous contrast in the LA, new-onset or paroxysmal AF), and/or • High risk of haemodynamic decompensation (SPAP >50 mmHg at rest, need for major NCS, pregnant or desire for pregnancy).",IIa,C,8,Recommendations on,Valvular Heart Disease,2025,48
TMVI may be considered in symptomatic patients with extensive MAC and severe MV dysfunction at experienced Heart Valve Centres with expertise in complex MV surgery and transcatheter interventions.,IIb,C,8,Recommendations on,Valvular Heart Disease,2025,48
"also Supplementary data online, Evidence Tables 22 and 23) Careful evaluation of TR aetiology, stage of the disease (i.e. degree of TR severity, RV and LV dysfunction, and PH), patient operative risk, and likelihood of recovery by a multidisciplinary Heart Team is recommended in patients with severe TR prior to intervention.",I,C,9,Recommendations on indications for intervention in tricuspid regurgitation (see,Valvular Heart Disease,2025,53
"Concomitant TV repair should be considered in patients with moderate primary or secondary TR, to avoid progression of TR and RV remodelling.",IIa,B,9,Recommendations on indications for intervention in tricuspid regurgitation (see,Valvular Heart Disease,2025,53
"Concomitant TV repair may be considered in selected patients with mild secondary TR and tricuspid annulus dilatation (≥40 mm or >21 mm/m2), to avoid progression of TR and RV remodelling.723–",IIb,B,9,Recommendations on indications for intervention in tricuspid regurgitation (see,Valvular Heart Disease,2025,53
Patients with severe tricuspid regurgitation without left-sided valvular heart disease requiring surgery TV surgeryc is recommended in symptomatic patients with severe primary TR without severe RV dysfunction or severe PH.,I,C,9,Recommendations on indications for intervention in tricuspid regurgitation (see,Valvular Heart Disease,2025,53
